domain,length,entropy,label
1u1o954ebuku7zac-r764.info,21,3.8801799226757376,dga
0uqwpt-w4el2u2kf.ai,16,3.625,dga
tlbbuftgzj5yc4iraw5w1.io,21,4.011365041826379,dga
mvpejwsp865catlw5ifyb71.site,23,4.2626923908396215,dga
mevav.site,5,1.9219280948873623,legit
pvceqo4qsj29iqjzi3jhyc.co,22,3.8453509366224363,dga
jnyroutj3uefqxxfdrm318yhbz.co,26,4.161978179679553,dga
coxadayi.site,8,2.75,legit
0avxu4k6af7px.top,13,3.3927474104487847,dga
bikeze.biz,6,2.2516291673878226,legit
nazenokama-li.net,13,3.180832987205441,legit
weketovipufa.site,12,3.4182958340544896,legit
es7bke9cv3wl.ai,12,3.4182958340544896,dga
mikowi.biz,6,2.2516291673878226,legit
9jx7b56vpqpo6yiwsap2.site,20,3.9841837197791894,dga
cg3nn60z7gepxax3dq-ps0gyb.ai,25,4.0536606896881855,dga
puxub-jo.co,8,2.75,legit
79hi1-mmas1zx72.net,15,3.506890595608519,dga
risun-xexu.biz,10,2.9219280948873623,legit
bobamu.io,6,2.2516291673878226,legit
gimawizuxugo.net,12,3.0849625007211556,legit
tesevigib.biz,9,2.725480556997868,legit
t7sh5y3xjyfulhgn.net,16,3.75,dga
b3vyd5a1afnizy8z6b7o-1ak.ai,24,4.053508854797679,dga
huxivamat-qebu.info,14,3.521640636343319,legit
n5pyd6r4s93z3tvrk.co,17,3.852168723603281,dga
viyodisakale.net,12,3.2516291673878226,legit
cudomitive.org,10,3.121928094887362,legit
voruruyen.io,9,2.725480556997868,legit
guwuwexavev-qeg.co,15,3.0565647621309537,legit
jefar.co,5,2.321928094887362,legit
kebigupiv.ai,9,2.94770277922009,legit
yokam.co,5,2.321928094887362,legit
oiqjjt0pjidizgw0w.co,17,3.2927701939369904,dga
zikxdjdb4584n5ru7ltn.net,20,3.9219280948873627,dga
sufefimorala.org,12,3.2516291673878226,legit
w5d-4kvrhb8bo2b1ykfu.info,20,3.984183719779189,dga
b11khtgxonjamp6clkeeq0d6w.site,25,4.323856189774724,dga
jicayedanep.top,11,3.095795255000934,legit
8dpplpd63apqhge.com,15,3.240223928941852,dga
sexidanexiqa.io,12,2.918295834054489,legit
an6bedporh8wpbqez4diu-69bin.site,27,4.134336113194451,dga
h6fiqjovpmdx78rf.com,16,3.875,dga
xovoyafoki.io,10,2.8464393446710154,legit
tuyopo.org,6,2.2516291673878226,legit
ahg4ejyuwq94wzi1x.ai,17,3.852168723603281,dga
ghm-uawkiax9i.org,13,3.3927474104487847,dga
l90iwrx13yr9gnj7jn-iqatwt.ai,25,4.083856189774725,dga
bs1sxfh8egh-fp0sfvnz.org,20,3.746439344671016,dga
kuvec.info,5,2.321928094887362,legit
zolivozagov.ai,11,2.6635327548042547,legit
solok-mav.net,9,2.94770277922009,legit
minigu.site,6,2.2516291673878226,legit
ral4hv1sdunb3ypb1ixixo28p.io,25,4.243856189774725,dga
carofabi.com,8,2.75,legit
708pul0iazlfyrwmmifg-xpp.net,24,3.970175521464345,dga
tomatisu.org,8,2.75,legit
gahezumoqed.org,11,3.2776134368191157,legit
qipoxigapi.biz,10,2.6464393446710153,legit
nebuyoxofi.io,10,3.121928094887362,legit
miwiyojeg.co,9,2.94770277922009,legit
tt695xqh-h9ep.net,13,3.238901256602631,dga
gicepor.biz,7,2.807354922057604,legit
ruxoi85dj5nacgy5g-k16.com,21,4.070656113151928,dga
ake4y99h1uof485s.top,16,3.75,dga
hifokow.io,7,2.521640636343318,legit
ezzjcdz9d17ct5xs2mulu252nk.co,26,4.026986833359287,dga
depuvowab.info,9,3.169925001442312,legit
secikorola.biz,10,3.121928094887362,legit
cusaruyo.site,8,2.75,legit
tabug.io,5,2.321928094887362,legit
z06rj97kd5qwsboy-70hox4nnm9.ai,27,4.384517131793099,dga
darusida.info,8,2.5,legit
qc8nt-y6hfxucrp52epyyu75q5.top,26,4.026986833359287,dga
hv5ssdwcuai5rhxkr8ucwi.org,22,3.7321588913645702,dga
cuvasipa.net,8,2.75,legit
thtov92nbl9sqh5s.co,16,3.5,dga
6x7mfkbepzogok2ypbkjw5q107.info,26,4.209867121904035,dga
4uttswuvnpsblfqocrahtq.io,22,3.9705730958116847,dga
vs8m3wp5ig1vyq.io,14,3.6644977792004623,dga
a27a6gqw2mtho.site,13,3.3927474104487847,dga
kibigusam.io,9,2.94770277922009,legit
hazikofikuj.org,11,3.095795255000934,legit
zjh566axkwgpio4wfrfaoi.co,22,3.9139770731827523,dga
u12xanvogrxp.top,12,3.4182958340544896,dga
8rz7m4qm9w6dloi5u4auk1ob.site,24,4.251629167387822,dga
l0urbr9d7q8rn4uvu6zd6r.io,22,3.6978458230844113,dga
vlsjh91het5eh.site,13,3.180832987205441,dga
zefopu.io,6,2.584962500721156,legit
vaciyoq.info,7,2.807354922057604,legit
w8w9gv4salmuyiha3s65coc.site,23,4.1757358691004915,dga
doqatosoxigo-wo.com,15,3.1329145639793974,legit
nunobaj.top,7,2.521640636343318,legit
zavuzefaxaxi.net,12,2.8553885422075336,legit
pemugaz.com,7,2.807354922057604,legit
pofixule-ru.com,11,3.2776134368191157,legit
vihemolaviz.top,11,3.095795255000934,legit
0y2ry5l52v9zs19e1ec3.biz,20,3.721928094887362,dga
vr1moe22gdzqjq.info,14,3.521640636343319,dga
hayofayalij.biz,11,2.8453509366224363,legit
s5c9bckm7woclbhr2xahck3wzk.top,26,3.979097891134805,dga
lrfrbe6mp0oyj88.net,15,3.640223928941852,dga
64o29u7km978o374fskrsc2e6k.org,26,3.873140679513133,dga
toxegadovozo.com,12,2.9182958340544896,legit
pseii3g6v0ayj0.info,14,3.521640636343319,dga
tutabide.site,8,2.75,legit
3p1iy6tdv18redk.net,15,3.6402239289418516,dga
g7wmk87-uq4wiq5s66kdqj6l.top,24,3.938721875540867,dga
76nbnj2gz-eh2g.net,14,3.378783493486176,dga
jumugos.site,7,2.521640636343318,legit
caquhifaki-hex.io,14,3.378783493486176,legit
rs1-ayyffom1c91s0x.site,18,3.5724312513221195,dga
leqamo.info,6,2.584962500721156,legit
hahosayek.site,9,2.725480556997868,legit
3yz1axxbqt9axshbggs.top,19,3.5766176449086653,dga
3ogh8w4zjdbp-38h3ykh.com,20,3.7464393446710154,dga
weyaxujezor.ai,11,3.2776134368191157,legit
funekediqef.site,11,2.8453509366224368,legit
sucasobowex.top,11,3.095795255000934,legit
xetatik.org,7,2.521640636343318,legit
ire9d4l7vqvs1.top,13,3.546593564294939,dga
kuxiba.top,6,2.584962500721156,legit
bizagej.info,7,2.807354922057604,legit
frn58ff5hw9gjpfr.top,16,3.25,dga
5q5qvq2dw7udd5o0eny-oaku.site,24,3.823934896284056,dga
57sfytc9-k45d0qxl.net,17,3.9698157824268097,dga
tapid.top,5,2.321928094887362,legit
3geab-nzmf84softft6dgp9qmz4.org,27,4.208410187268526,dga
laqaze.info,6,2.2516291673878226,legit
hudoxo.org,6,2.2516291673878226,legit
ceojawf3sw9zk1.biz,14,3.6644977792004623,dga
mvi9ybpd6p2gdawup.biz,17,3.690116517593665,dga
xmi5p6x7huz7gtu.site,15,3.5068905956085192,dga
l4h00qbjjdoad.net,13,3.238901256602631,dga
ceky3y4qij9782dggvcj7.co,21,3.916126946588284,dga
q45y8t9n57rj9m52.biz,16,3.577819531114783,dga
xoxirajugosa.ai,12,3.084962500721156,legit
cowozowapa-nub.com,14,3.1820058147602133,legit
ranul-buz.org,9,2.94770277922009,legit
foqepozem.com,9,2.725480556997868,legit
jiwumodu.site,8,2.75,legit
macuhiloha.org,10,2.9219280948873623,legit
kx4jtybrhvgtnn21fqy66.biz,21,4.011365041826379,dga
lkcl97afi2-1u7yv.org,16,3.75,dga
zibijove-reso.ai,13,3.238901256602631,legit
pj1q2goev-6r5.ai,13,3.7004397181410926,dga
chf35x-5dy6vihsjues09f5.ai,23,4.0559581516151235,dga
a52ebh46aqrg4rb180skc.com,21,4.011365041826379,dga
rcdh8zerijgvvjwqpgtbdsofqq.biz,26,4.132944044980959,dga
p4qi6bx2o-6bb0ii.io,16,3.2806390622295662,dga
wacolar.org,7,2.5216406363433186,legit
tedegexemuwi.co,12,2.9182958340544896,legit
weqaf.com,5,2.321928094887362,legit
gagim-tani.top,10,2.721928094887362,legit
nyif3f16sog40mq1v7.com,18,3.94770277922009,dga
1l4b9vc84jtn-mu7e5qcq0db.io,24,4.251629167387822,dga
d6m2f4xywaxuoivd.co,16,3.75,dga
tgcuqdtvkbzbt3cwg.io,17,3.4548223999466066,dga
penijehe.biz,8,2.4056390622295662,legit
kaqavosuco.io,10,2.9219280948873623,legit
yipemerohohi.site,12,2.918295834054489,legit
geguzoledaf.co,11,3.095795255000934,legit
93uo00deo772p.info,13,3.238901256602631,dga
tdz7tbzdb4bpnd.top,14,2.8423709931771084,dga
3je9uqxq1zwv8hzq3epb3.co,21,3.748994803525096,dga
logiroyaku.biz,10,3.121928094887362,legit
riqacicicivu-yu.net,15,2.923231428797621,legit
i7wcnbeeg18zl6z.ai,15,3.640223928941852,dga
defocepuh.ai,9,2.94770277922009,legit
ybfsqtchuadpd9os6i9ge01t.site,24,4.251629167387822,dga
wplsryxbqdglo7ravcdnvvz8.org,24,4.136842188131011,dga
fxflgavpkyk8y.org,13,3.238901256602631,dga
limuzofus.com,9,2.94770277922009,legit
n377t2ud5m4d0yd3o27bgw.io,22,3.8453509366224363,dga
4ssobp47ltb7oyrnrtt.net,19,3.3660913291191927,dga
fufoqujijabu.net,12,2.8553885422075336,legit
vakutazizexo.ai,12,3.251629167387823,legit
q3xauah123ai.org,12,3.0220552088742,dga
netiruhimov.ai,11,3.2776134368191157,legit
toregas-huge.biz,12,3.2516291673878226,legit
huwed.co,5,2.321928094887362,legit
xexolewuq.ai,9,2.725480556997868,legit
xuqileqogomu.biz,12,3.084962500721156,legit
seyerex.net,7,2.1280852788913944,legit
2fwg-ajwhr1uelc.site,15,3.773557262275185,dga
zuen0fj5enqvnnz.net,15,3.106890595608519,dga
efpzle-acpab33n.co,15,3.3735572622751855,dga
wesimuhi.ai,8,2.75,legit
bebovelevoh.net,11,2.481714572986073,legit
f8321-29wiof28uerodfi5iwr.co,25,3.7532696895151085,dga
dapehok-ces.org,11,3.2776134368191157,legit
milaxehate.info,10,2.9219280948873623,legit
yash8hjfbhtsh7.site,14,3.09306920777189,dga
nqg82dt99r6n3dr.org,15,3.3735572622751855,dga
volodufix.io,9,2.94770277922009,legit
1s2fr35hoqqr2dl88kwyto6g1.com,25,4.163856189774725,dga
gexabis.ai,7,2.807354922057604,legit
suziqi.site,6,2.2516291673878226,legit
nakoxafocax.com,11,2.6635327548042547,legit
zvw0nrb1go8wk5b.org,15,3.640223928941852,dga
h3st054nt6d6vye7lfzslj.site,22,4.095795255000933,dga
jazavexuhecu.io,12,3.0849625007211556,legit
siwiceyeq.co,9,2.725480556997868,legit
p6lcl7mowo1vba0go9-8n6880k.top,26,4.103909910282364,dga
59p56c4-u036yhm.net,15,3.6402239289418516,dga
bipeh.top,5,2.321928094887362,legit
giqidi.ai,6,1.7924812503605778,legit
rfms8pseyz6qgxkt6j.top,18,3.94770277922009,dga
cam7f93jtkkml5p.org,15,3.640223928941852,dga
daxonunaw-zij.info,13,3.3927474104487847,legit
hjjubjxcfqk177-92juo6.top,21,3.8208888513501886,dga
kiyacadih.io,9,2.725480556997868,legit
wkjogwwykespfv42dhj6.top,20,3.8841837197791893,dga
wufiyod.biz,7,2.807354922057604,legit
rufixe.info,6,2.584962500721156,legit
fiquf.io,5,1.9219280948873623,legit
fizanex.org,7,2.807354922057604,legit
zd2rcdbxk91ezytu3x1aht3x9.biz,25,3.9736606896881863,dga
0xy-o55vq6cqdbw32jy1kpmd.io,24,4.251629167387823,dga
pvdk2ojk-69wvqabi8.top,18,3.94770277922009,dga
selibewaj-joke.co,14,3.3248629576173565,legit
j1evdh2vlsg5am0g8cyjglnx3.net,25,4.213660689688186,dga
diduroxo.org,8,2.5,legit
mq7zq1e4lotv7.site,13,3.3927474104487847,dga
rabuyoxam.com,9,2.94770277922009,legit
4w3hkps5gsxg859xml9ww.org,21,3.6897037321995474,dga
ojhec7274nun3m.io,14,3.521640636343319,dga
tahociwip.info,9,2.94770277922009,legit
pedemecuh.net,9,2.6416041678685933,legit
taruweko-ka.net,11,3.095795255000934,legit
zmkbvm1bij8o05.ai,14,3.521640636343319,dga
u1w22a6tnf1pjjiu23lzionemj.info,26,4.026986833359286,dga
qaxaw.co,5,1.9219280948873623,legit
5ur77dfy2lndqju-ktvc.io,20,4.021928094887363,dga
xizofi.org,6,2.2516291673878226,legit
ey9wbbc5p3u6n1undc2k2u35ay.ai,26,3.9790978911348054,dga
hubakapud.net,9,2.725480556997868,legit
dmnzn9vx1rx-agl6ej.co,18,3.94770277922009,dga
3yq9zamet4zhab5nqw2cw.site,21,4.011365041826379,dga
liqiqeweqi.com,10,2.1709505944546685,legit
xutoygzjv-ijig50oesdqalltl1.top,27,4.208410187268526,dga
mejeju-yep.ai,10,2.6464393446710153,legit
pacabavayebi.co,12,2.751629167387823,legit
zazinucimu-bote.biz,15,3.5068905956085192,legit
yongon4sqgvdeq6uzdu6wv.ai,22,3.73215889136457,dga
cm6fqksnnp3qso.info,14,3.378783493486176,dga
31s8eoho11ar5zb6tu2cu1c.com,23,3.9148663038831,dga
od8y9e51ldg1eby.ai,15,3.3735572622751855,dga
hifilol.org,7,2.2359263506290326,legit
yuyawamoze-go.site,13,3.238901256602631,legit
akyj-3sunv10vulfn.ai,17,3.7345216647797517,dga
tosuvawetep.biz,11,3.095795255000934,legit
hwkebsajtbbkvl1bdn2.info,19,3.7216117239699,dga
pumoyaja.site,8,2.75,legit
96sr80gwmpw8x31z3.co,17,3.7345216647797517,dga
hevoh.info,5,1.9219280948873623,legit
civevevik.net,9,2.197159723424149,legit
ytxm2so0295d-886.co,16,3.75,dga
dvxo2hr2yjlcc2bws.org,17,3.6901165175936654,dga
tatabonotovo.ai,12,2.3553885422075336,legit
6px4dohj306yt07hgf32x.biz,21,3.916126946588284,dga
nerokaw.top,7,2.807354922057604,legit
rtnp8rmj1sr5o1mn8mn7e.info,21,3.5225715891363594,dga
xeraqumo-xi.info,11,3.2776134368191157,legit
nq22le430ps73b-55uoapuqyoh.top,26,4.161978179679553,dga
miyikoziqiqi.com,12,2.4508257945180882,legit
ptbwbym5wap19.site,13,3.238901256602631,dga
4ehugyopgw7m2vrj.co,16,3.875,dga
dtmyglacyd-44l5idyst26.site,22,3.754441845713345,dga
wetofatuti-vo.org,13,3.180832987205441,legit
gcf3uoddez3cuv.ai,14,3.2359263506290326,dga
jeqewetemaw.site,11,2.5503407095463886,legit
g3mkf6qth37vzf1mifigmj0.co,23,3.8492239123906247,dga
efd-9gg3olc125ii.info,16,3.75,dga
qs43mwfl9d5hfnwh0.site,17,3.7345216647797517,dga
8r40uiydipidmyy-6uj.com,19,3.536886723742167,dga
zohamidebu.top,10,3.321928094887362,legit
kezofuderufo.ai,12,2.918295834054489,legit
ahnhx79b7wlatl2yilwiq.com,21,3.6897037321995465,dga
7b7wams-o7c9n.info,13,3.334679141051595,dga
gatesale.co,8,2.5,legit
pisusacihade.com,12,3.0849625007211556,legit
b3m1ypkms8zgo5vnzjcgg7jgs.co,25,4.003856189774725,dga
nigawenuvapa-meco.com,17,3.5724694587701356,legit
trxoh-53rt0fuosax9yv4.top,21,4.011365041826379,dga
ux9klk4ei1z60-3in74ga.site,21,4.106603137064474,dga
wibuqa.net,6,2.584962500721156,legit
3jj69pismb8mbn5u2km7svy.net,23,4.0559581516151235,dga
tsaylpx76rg1ll.biz,14,3.4677201004744997,dga
ujn8v00t9rwhdllc50ag17.site,22,4.152391277629866,dga
bunesatu.info,8,2.75,legit
5t2y4361vx7mgstsr.top,17,3.852168723603281,dga
sukuv.co,5,1.9219280948873623,legit
riducu.co,6,2.2516291673878226,legit
sijiweremu.org,10,2.9219280948873623,legit
nuyit.org,5,2.321928094887362,legit
nxr98n3hg84rmj3yjx7pjj90.top,24,3.751629167387823,dga
dcrlsdqwempz0efop19wy.biz,21,4.011365041826379,dga
05icxc42osaeqcfdryn8veru.io,24,4.220175521464345,dga
xafetuciy.info,9,3.169925001442312,legit
heyan-vi.io,8,3.0,legit
casitus.org,7,2.521640636343318,legit
z8x-7klwt4jkxatg3jgfr.biz,21,3.916126946588284,dga
u8are25gu3ak8b9wbet29r1.org,23,3.8279097821439705,dga
w3bh3t71r4fbjlh.biz,15,3.5068905956085183,dga
4zuvi3gshypf-74abt7p.biz,20,4.021928094887363,dga
janiz.co,5,2.321928094887362,legit
r6jmkys2l7ti5z2i1v444.info,21,3.975418017913833,dga
qe31fgzk1lvnhgmjr6yr.biz,20,4.021928094887363,dga
nosen.site,5,1.9219280948873623,legit
buser.top,5,2.321928094887362,legit
pexabofehes.co,11,3.0271691184406184,legit
gabaqu.net,6,2.2516291673878226,legit
ejzeb2a54lfes0-5sd2pah8brd.biz,26,4.056020968057882,dga
futabus.top,7,2.521640636343318,legit
thzdcls-55mvg4.co,14,3.6644977792004623,dga
bokupaqop.biz,9,2.725480556997868,legit
cahideqazega.net,12,3.0220552088742,legit
pakzwl77-dzyc1zg5uw6y6oe.site,24,4.053508854797679,dga
xvj0bviil85jat5lficpc3q33.biz,25,3.8634651896016474,dga
yotegidova.net,10,3.121928094887362,legit
jj4dkjxqbfz22594s7was85.co,23,3.9690016298759927,dga
zab-xsphbofj3hj5tvu2d1zkhis.com,27,4.2824842613426,dga
sorumi.site,6,2.584962500721156,legit
canowexo.co,8,2.75,legit
sivemipo-dad.com,12,3.2516291673878226,legit
matinoricuh.top,11,3.2776134368191157,legit
fabana.site,6,1.7924812503605778,legit
41io394dpxtjffhpwt5don5084.com,26,4.056020968057882,dga
3gdm0cyge7i4rmksrg4.com,19,3.681880802803402,dga
sezarek.net,7,2.5216406363433186,legit
bazic.info,5,2.321928094887362,legit
jozisoveqe.io,10,2.9219280948873623,legit
3tbfohs-ldfmblw3jgr73.top,21,3.880179922675738,dga
skoyogvjz0uk2azd2gm6ktn.info,23,3.969001629875993,dga
sinepi.org,6,2.2516291673878226,legit
pjhw1i7r231osqjq3fi2hh3kvl.info,26,3.95006375643621,dga
tayorivof.biz,9,2.94770277922009,legit
fojinekiqu.co,10,3.121928094887362,legit
hicusuvun.top,9,2.6416041678685933,legit
moqosiruf.biz,9,2.94770277922009,legit
zifedudilapo.com,12,3.2516291673878226,legit
budeqecuhu.org,10,2.6464393446710157,legit
xoresah.net,7,2.807354922057604,legit
yupawaxe.top,8,2.75,legit
qowuqu.com,6,1.9182958340544893,legit
xekedequqan.site,11,2.8453509366224363,legit
sojetopabeme-sab.org,16,3.202819531114783,legit
sq7lgm5nih1v.io,12,3.584962500721156,dga
qafaz.ai,5,1.9219280948873623,legit
videvicubox.org,11,3.095795255000934,legit
hifolej.io,7,2.807354922057604,legit
die76udbmr3x5h2krp4n4ea.io,23,4.1757358691004915,dga
r91r8awot8h4zumt-vmd.com,20,3.9219280948873627,dga
jixowawuz.ai,9,2.94770277922009,legit
avh04l54i3s8b29519stvdq.io,23,4.088779347361361,dga
geqajenuwid.site,11,3.2776134368191157,legit
nevokoja.site,8,2.75,legit
gadep-mima.io,10,2.9219280948873623,legit
77ix-w0904ze1p819jxs.site,20,3.821928094887362,dga
3qco5fcg2hmdg.top,13,3.3927474104487847,dga
codonij.site,7,2.521640636343318,legit
quyuxi.com,6,2.2516291673878226,legit
1ynxm5j2ujr1tvk.biz,15,3.6402239289418516,dga
uyeflt8x-r0l3kous3b.org,19,3.9321380397593746,dga
jiqihevi.ai,8,2.4056390622295662,legit
madomunakol.biz,11,2.9139770731827523,legit
x5idw5fd4cqzkdkgugnb-l1yt.org,25,4.213660689688186,dga
madigetatuh.com,11,3.095795255000934,legit
ut1k4px3rukhdv0b38-2j64xn33.ai,27,4.1622949095708766,dga
jonefadalezi.net,12,3.2516291673878226,legit
lasirugu.io,8,2.75,legit
hs0wqucqrkl2ofox.co,16,3.75,dga
kaqoposavece.ai,12,3.0849625007211556,legit
ojp6owqdikdt9u9hdq.io,18,3.572431251322119,dga
lf2jk3vltv8i3d5i.site,16,3.5,dga
r877fv07v91z.ai,12,3.0220552088742,dga
rnxpicst-h2jvnqkb1pil.com,21,4.106603137064474,dga
ruciwafic-xav.biz,13,3.238901256602631,legit
dolovawubovi.info,12,3.0220552088742,legit
gcvfpgvqmz7titotezyf4vx4jn.info,26,4.026986833359286,dga
u0b0l9dbzhs35pja1al.org,19,3.8268748818646365,dga
eojzj-hmjgw22r9m.org,16,3.452819531114783,dga
mugurumoviw.site,11,2.8453509366224363,legit
reluhal.site,7,2.521640636343318,legit
qofakucamadu.site,12,3.0220552088742005,legit
xp5t7nuicay-nxoi97p89ykcr.info,25,4.003856189774725,dga
woluquh-zib.site,11,3.2776134368191157,legit
htcqjl5gcre0tv1.site,15,3.640223928941852,dga
kaqalokigo-zug.ai,14,3.2359263506290326,legit
9pguyp61u8h-gyj.info,15,3.3735572622751864,dga
papefufibol.org,11,3.095795255000934,legit
a8fcxxq908goih39qevd.org,20,3.9219280948873627,dga
o8w808tf17gm-kax2rmokjx4.co,24,4.053508854797679,dga
gowixoquwod-tehe.net,16,3.452819531114783,legit
ubs6m4af9i3hj8lgkckroqzy.biz,24,4.501629167387822,dga
fizot.ai,5,2.321928094887362,legit
pakayeko.org,8,2.5,legit
mewodomim.top,9,2.4193819456463714,legit
bj434toswks27i2ey.top,17,3.7345216647797517,dga
nasohiqix.biz,9,2.94770277922009,legit
cocayud.top,7,2.5216406363433186,legit
xesujas-poci.co,12,3.4182958340544896,legit
lokur.site,5,2.321928094887362,legit
b8rosj1pihxs.io,12,3.4182958340544896,dga
dufiloyanevu.biz,12,3.4182958340544896,legit
7n1wvdyqz6kvnnxswil.info,19,3.7871439606981387,dga
gobahuyogo-ma.top,13,3.0269868333592873,legit
vijoxat.co,7,2.807354922057604,legit
duvexoqu-ta.top,11,3.2776134368191157,legit
hafed.co,5,2.321928094887362,legit
omax7dqom7m0-6guzenlnehxs.org,25,4.053660689688186,dga
0evgbai41q5wa0itorgqh8tl.biz,24,4.084962500721156,dga
14pb6mlb008925soawx-z6xcgk.info,26,4.392747410448784,dga
5es8eu-iurs7d7.info,14,3.2359263506290326,dga
83tu4objyagz.org,12,3.584962500721156,dga
hvzvz4hz1nusr-v5eunt1rzgl.co,25,3.7336606896881857,dga
v59bo9elqjub.info,12,3.2516291673878226,dga
40nk86yk9qeltl3ya9z.site,19,3.8268748818646374,dga
ceteg.io,5,1.9219280948873623,legit
yurinarihuj.biz,11,2.9139770731827523,legit
0x2pg5p-8rta1mf.ai,15,3.773557262275185,dga
zizifofum.net,9,2.503258334775646,legit
zijoleqotob.site,11,3.0271691184406184,legit
varamecudap.co,11,3.0271691184406184,legit
xavevolo.ai,8,2.5,legit
s6z1lagi-iffiqqxvl54wpkc.biz,24,4.136842188131012,dga
qenoraca.net,8,2.75,legit
4hckgshuho8gj73jdzxtkr8.org,23,3.9690016298759927,dga
zalono.org,6,2.251629167387823,legit
rqzbdthskzor8wfl3y.info,18,3.94770277922009,dga
r0hrs18cfcbiw3n5b.co,17,3.7345216647797517,dga
mi145jo1dzn8gtdpsudwy.biz,21,4.070656113151928,dga
wuviti-ju.net,9,2.725480556997868,legit
guweh.biz,5,2.321928094887362,legit
5ttlyja3xizfeh238zalwwta.io,24,3.8553885422075336,dga
pepeyul.site,7,2.2359263506290326,legit
9tv5yz0xisxayno1c.org,17,3.852168723603281,dga
xedicuvade.co,10,2.9219280948873623,legit
lyh323rb62q9su3qin9mhdbk1.com,25,4.0536606896881855,dga
jivosoka-ro.ai,11,3.0271691184406184,legit
9fjkh4ljvo-sniyoc6a.com,19,4.037401197654112,dga
joduhekofizi.net,12,3.2516291673878226,legit
tesemo-gaza.co,11,3.095795255000934,legit
goyewoji.info,8,2.75,legit
6ghr0klk6muz27oo7.com,17,3.6168746059562222,dga
gjyz3rsmj6d4qf2bl5f98ibv8o.io,26,4.392747410448784,dga
kaduwecuvale-yub.com,16,3.452819531114783,legit
xakajiquj.org,9,2.725480556997868,legit
widib.info,5,1.9219280948873623,legit
3ee6npoyohi5d3fieome.site,20,3.484183719779189,dga
nujedu.top,6,2.2516291673878226,legit
vasowacijeg.info,11,3.2776134368191157,legit
qenofa.co,6,2.584962500721156,legit
pivukamenu-pof.org,14,3.521640636343319,legit
rh6nftza84wc8loa36w.co,19,3.8268748818646365,dga
vogihohogeri.net,12,2.6887218755408666,legit
nr44j6731s80j175q.io,17,3.6168746059562222,dga
quruser-ye.biz,10,2.7219280948873625,legit
rekuveyogab.org,11,3.2776134368191157,legit
l94j7ev1tzmf.site,12,3.584962500721156,dga
xesuqo.ai,6,2.584962500721156,legit
ecfmwk3-z0iznjgj8.ai,17,3.852168723603281,dga
devuciwe.biz,8,2.75,legit
bayoru.org,6,2.584962500721156,legit
pc0r3y8brk3xmac5ofvp23z.biz,23,4.055958151615123,dga
qqe1hz3wxdo7mevbrv95rku9.biz,24,4.168295834054489,dga
supik.io,5,2.321928094887362,legit
nucazew.co,7,2.807354922057604,legit
xygkhxzvt25rb.co,13,3.546593564294939,dga
bihipiweqawo-ca.co,15,3.323231428797621,legit
ciwocelago-zoze.io,15,3.1898980954642875,legit
zop-9ui90h9dq6.net,14,3.4677201004744997,dga
lafevoq.com,7,2.807354922057604,legit
s7jkgbma4n75ielgd.org,17,3.852168723603281,dga
joyakelu.ai,8,3.0,legit
tawiquru.co,8,2.75,legit
cefeguniti.info,10,2.9219280948873623,legit
xuyadujek.site,9,2.94770277922009,legit
dozanov-qa.io,10,2.9219280948873623,legit
1blb3lvazk-4or7bh5qfjc5g.co,24,4.220175521464344,dga
q9vuwrv6qv339sc.io,15,3.1898980954642875,dga
5djzl5bduvve16gk3c5f.ai,20,3.8841837197791893,dga
vru3dj9a2pjp6qswbo46aw.info,22,4.004886164091842,dga
zidotep-qo.ai,10,3.121928094887362,legit
dilihozu-so.io,11,3.095795255000934,legit
d3odpm8l0lx3m-qes20nydsl2hj.top,27,4.032303242743953,dga
6shxmm02oknihoi9hla.biz,19,3.681880802803402,dga
p7zhqff1-xid3vldda.ai,18,3.794653473544342,dga
q2stsx6lscect.ai,13,3.0269868333592873,dga
7u46carmgw90dik-5n717.info,21,4.165894208390024,dga
wgqa5bnzgw9bx.io,13,3.238901256602631,dga
fmexy-coh8bbt.com,13,3.5465935642949384,dga
7sd7ufviv-2hy4u5.io,16,3.625,dga
3cxq3s91mmwz.com,12,3.2516291673878226,dga
ziroriq.net,7,2.2359263506290326,legit
drpogr27oxjd683y40jy.org,20,3.8219280948873617,dga
mayoji.org,6,2.584962500721156,legit
remilewukic.ai,11,3.095795255000934,legit
5fremsiy0cxwzaaf5pkr.top,20,3.9219280948873627,dga
tr9i1a6db74b6jvp6g.io,18,3.794653473544342,dga
zufoz.top,5,1.9219280948873623,legit
cajutohet.biz,9,2.94770277922009,legit
ry7zm68aekq5.co,12,3.584962500721156,dga
6pk11zn7u0g0up34yzwg.info,20,3.721928094887362,dga
mijayawewo-ni.com,13,3.238901256602631,legit
